  100125/6000000: episode: 147, duration: 4.360s, episode steps: 511, steps per second: 117, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.386 [0.000, 5.000],  loss: 0.006741, mae: 0.023042, mean_q: 0.034233, mean_eps: 0.979987
  169128/6000000: episode: 252, duration: 17.051s, episode steps: 839, steps per second:  49, episode reward: 11.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.460 [0.000, 5.000],  loss: 0.006803, mae: 0.208651, mean_q: 0.259596, mean_eps: 0.966258
  169803/6000000: episode: 253, duration: 15.447s, episode steps: 675, steps per second:  44, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.538 [0.000, 5.000],  loss: 0.005930, mae: 0.205316, mean_q: 0.255607, mean_eps: 0.966107
  170861/6000000: episode: 254, duration: 21.885s, episode steps: 1058, steps per second:  48, episode reward: 18.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.395 [0.000, 5.000],  loss: 0.007987, mae: 0.218237, mean_q: 0.268621, mean_eps: 0.965934
  171442/6000000: episode: 255, duration: 11.831s, episode steps: 581, steps per second:  49, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.491 [0.000, 5.000],  loss: 0.006764, mae: 0.215745, mean_q: 0.266805, mean_eps: 0.965770
  171978/6000000: episode: 256, duration: 10.807s, episode steps: 536, steps per second:  50, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.560 [0.000, 5.000],  loss: 0.006121, mae: 0.218544, mean_q: 0.268903, mean_eps: 0.965658
  172376/6000000: episode: 257, duration: 8.366s, episode steps: 398, steps per second:  48, episode reward:  7.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.402 [0.000, 5.000],  loss: 0.007150, mae: 0.217932, mean_q: 0.268550, mean_eps: 0.965565
  172860/6000000: episode: 258, duration: 10.445s, episode steps: 484, steps per second:  46, episode reward:  4.000, mean reward:  0.008 [ 0.000,  1.000], mean action: 2.405 [0.000, 5.000],  loss: 0.006233, mae: 0.216281, mean_q: 0.267172, mean_eps: 0.965477
  173258/6000000: episode: 259, duration: 7.619s, episode steps: 398, steps per second:  52, episode reward:  6.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.477 [0.000, 5.000],  loss: 0.008160, mae: 0.222382, mean_q: 0.273854, mean_eps: 0.965388
  174393/6000000: episode: 260, duration: 22.447s, episode steps: 1135, steps per second:  51, episode reward: 15.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.524 [0.000, 5.000],  loss: 0.006467, mae: 0.217617, mean_q: 0.268099, mean_eps: 0.965235
  175014/6000000: episode: 261, duration: 12.690s, episode steps: 621, steps per second:  49, episode reward:  7.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.409 [0.000, 5.000],  loss: 0.005703, mae: 0.217126, mean_q: 0.268207, mean_eps: 0.965059
  175820/6000000: episode: 262, duration: 18.140s, episode steps: 806, steps per second:  44, episode reward: 13.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.501 [0.000, 5.000],  loss: 0.007654, mae: 0.226163, mean_q: 0.279345, mean_eps: 0.964917
  176693/6000000: episode: 263, duration: 17.768s, episode steps: 873, steps per second:  49, episode reward: 14.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.363 [0.000, 5.000],  loss: 0.006279, mae: 0.223361, mean_q: 0.274604, mean_eps: 0.964749
  177672/6000000: episode: 264, duration: 20.010s, episode steps: 979, steps per second:  49, episode reward: 17.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.482 [0.000, 5.000],  loss: 0.006645, mae: 0.220438, mean_q: 0.271223, mean_eps: 0.964564
  178182/6000000: episode: 265, duration: 10.804s, episode steps: 510, steps per second:  47, episode reward:  5.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.622 [0.000, 5.000],  loss: 0.007405, mae: 0.223532, mean_q: 0.275253, mean_eps: 0.964415
  178664/6000000: episode: 266, duration: 9.159s, episode steps: 482, steps per second:  53, episode reward:  5.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.533 [0.000, 5.000],  loss: 0.006412, mae: 0.223145, mean_q: 0.275743, mean_eps: 0.964316
  179330/6000000: episode: 267, duration: 11.483s, episode steps: 666, steps per second:  58, episode reward:  7.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.559 [0.000, 5.000],  loss: 0.006492, mae: 0.223240, mean_q: 0.276281, mean_eps: 0.964201
  179995/6000000: episode: 268, duration: 11.204s, episode steps: 665, steps per second:  59, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.405 [0.000, 5.000],  loss: 0.007059, mae: 0.221175, mean_q: 0.273784, mean_eps: 0.964068
  181208/6000000: episode: 269, duration: 22.970s, episode steps: 1213, steps per second:  53, episode reward: 20.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.549 [0.000, 5.000],  loss: 0.007743, mae: 0.247720, mean_q: 0.304339, mean_eps: 0.963880
  181611/6000000: episode: 270, duration: 8.113s, episode steps: 403, steps per second:  50, episode reward:  4.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.439 [0.000, 5.000],  loss: 0.006357, mae: 0.247404, mean_q: 0.305465, mean_eps: 0.963718
  182694/6000000: episode: 271, duration: 19.825s, episode steps: 1083, steps per second:  55, episode reward: 17.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.361 [0.000, 5.000],  loss: 0.007275, mae: 0.246013, mean_q: 0.302025, mean_eps: 0.963570
  183085/6000000: episode: 272, duration: 6.868s, episode steps: 391, steps per second:  57, episode reward:  3.000, mean reward:  0.008 [ 0.000,  1.000], mean action: 2.465 [0.000, 5.000],  loss: 0.008468, mae: 0.251266, mean_q: 0.310461, mean_eps: 0.963422
  183777/6000000: episode: 273, duration: 12.572s, episode steps: 692, steps per second:  55, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.493 [0.000, 5.000],  loss: 0.007035, mae: 0.249184, mean_q: 0.307788, mean_eps: 0.963314
  184628/6000000: episode: 274, duration: 15.047s, episode steps: 851, steps per second:  57, episode reward:  9.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.548 [0.000, 5.000],  loss: 0.007472, mae: 0.241713, mean_q: 0.297046, mean_eps: 0.963160
  185313/6000000: episode: 275, duration: 12.977s, episode steps: 685, steps per second:  53, episode reward: 11.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.512 [0.000, 5.000],  loss: 0.007181, mae: 0.244821, mean_q: 0.301119, mean_eps: 0.963006
  185873/6000000: episode: 276, duration: 10.338s, episode steps: 560, steps per second:  54, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.457 [0.000, 5.000],  loss: 0.006513, mae: 0.251681, mean_q: 0.309107, mean_eps: 0.962881
  186494/6000000: episode: 277, duration: 11.268s, episode steps: 621, steps per second:  55, episode reward:  9.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.440 [0.000, 5.000],  loss: 0.007050, mae: 0.250715, mean_q: 0.307083, mean_eps: 0.962763
  187475/6000000: episode: 278, duration: 18.967s, episode steps: 981, steps per second:  52, episode reward: 15.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.493 [0.000, 5.000],  loss: 0.006906, mae: 0.251576, mean_q: 0.308807, mean_eps: 0.962603
  187876/6000000: episode: 279, duration: 8.962s, episode steps: 401, steps per second:  45, episode reward:  3.000, mean reward:  0.007 [ 0.000,  1.000], mean action: 2.424 [0.000, 5.000],  loss: 0.007504, mae: 0.249777, mean_q: 0.306925, mean_eps: 0.962465
  188684/6000000: episode: 280, duration: 17.214s, episode steps: 808, steps per second:  47, episode reward:  6.000, mean reward:  0.007 [ 0.000,  1.000], mean action: 2.455 [0.000, 5.000],  loss: 0.007027, mae: 0.250675, mean_q: 0.308068, mean_eps: 0.962344
  189232/6000000: episode: 281, duration: 11.048s, episode steps: 548, steps per second:  50, episode reward:  9.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.544 [0.000, 5.000],  loss: 0.006668, mae: 0.247868, mean_q: 0.304430, mean_eps: 0.962209
  190295/6000000: episode: 282, duration: 20.003s, episode steps: 1063, steps per second:  53, episode reward: 14.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.508 [0.000, 5.000],  loss: 0.006504, mae: 0.258485, mean_q: 0.317413, mean_eps: 0.962048
  191708/6000000: episode: 283, duration: 27.350s, episode steps: 1413, steps per second:  52, episode reward: 13.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.504 [0.000, 5.000],  loss: 0.007907, mae: 0.286617, mean_q: 0.351188, mean_eps: 0.961800
  192163/6000000: episode: 284, duration: 9.217s, episode steps: 455, steps per second:  49, episode reward:  6.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.514 [0.000, 5.000],  loss: 0.007363, mae: 0.283453, mean_q: 0.347349, mean_eps: 0.961613
  193085/6000000: episode: 285, duration: 17.837s, episode steps: 922, steps per second:  52, episode reward: 11.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.483 [0.000, 5.000],  loss: 0.007861, mae: 0.286364, mean_q: 0.351568, mean_eps: 0.961475
  193801/6000000: episode: 286, duration: 15.363s, episode steps: 716, steps per second:  47, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.448 [0.000, 5.000],  loss: 0.006287, mae: 0.281825, mean_q: 0.346615, mean_eps: 0.961311
  194543/6000000: episode: 287, duration: 15.843s, episode steps: 742, steps per second:  47, episode reward:  8.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.392 [0.000, 5.000],  loss: 0.008845, mae: 0.288179, mean_q: 0.352343, mean_eps: 0.961166
  195474/6000000: episode: 288, duration: 19.041s, episode steps: 931, steps per second:  49, episode reward: 14.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.540 [0.000, 5.000],  loss: 0.007334, mae: 0.288148, mean_q: 0.352979, mean_eps: 0.960998
  196333/6000000: episode: 289, duration: 17.591s, episode steps: 859, steps per second:  49, episode reward: 14.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.438 [0.000, 5.000],  loss: 0.006665, mae: 0.289052, mean_q: 0.357732, mean_eps: 0.960819
  196763/6000000: episode: 290, duration: 9.531s, episode steps: 430, steps per second:  45, episode reward:  5.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.435 [0.000, 5.000],  loss: 0.009446, mae: 0.295814, mean_q: 0.361143, mean_eps: 0.960690
  197435/6000000: episode: 291, duration: 14.083s, episode steps: 672, steps per second:  48, episode reward:  9.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.567 [0.000, 5.000],  loss: 0.005540, mae: 0.289180, mean_q: 0.355207, mean_eps: 0.960580
  197969/6000000: episode: 292, duration: 9.916s, episode steps: 534, steps per second:  54, episode reward:  6.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.511 [0.000, 5.000],  loss: 0.007811, mae: 0.289203, mean_q: 0.355479, mean_eps: 0.960460
  198597/6000000: episode: 293, duration: 11.803s, episode steps: 628, steps per second:  53, episode reward:  3.000, mean reward:  0.005 [ 0.000,  1.000], mean action: 2.589 [0.000, 5.000],  loss: 0.007256, mae: 0.290760, mean_q: 0.356864, mean_eps: 0.960343
  199463/6000000: episode: 294, duration: 16.141s, episode steps: 866, steps per second:  54, episode reward: 10.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.467 [0.000, 5.000],  loss: 0.006795, mae: 0.285113, mean_q: 0.351074, mean_eps: 0.960194
  200040/6000000: episode: 295, duration: 11.973s, episode steps: 577, steps per second:  48, episode reward:  8.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.494 [0.000, 5.000],  loss: 0.007443, mae: 0.293334, mean_q: 0.359311, mean_eps: 0.960050
  200751/6000000: episode: 296, duration: 14.378s, episode steps: 711, steps per second:  49, episode reward: 11.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.511 [0.000, 5.000],  loss: 0.006758, mae: 0.310185, mean_q: 0.381237, mean_eps: 0.959921
  201461/6000000: episode: 297, duration: 14.289s, episode steps: 710, steps per second:  50, episode reward: 10.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.482 [0.000, 5.000],  loss: 0.007147, mae: 0.310758, mean_q: 0.380339, mean_eps: 0.959779
  202464/6000000: episode: 298, duration: 19.847s, episode steps: 1003, steps per second:  51, episode reward: 15.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.433 [0.000, 5.000],  loss: 0.007319, mae: 0.308366, mean_q: 0.377296, mean_eps: 0.959608
  203022/6000000: episode: 299, duration: 11.916s, episode steps: 558, steps per second:  47, episode reward:  8.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.384 [0.000, 5.000],  loss: 0.006042, mae: 0.308368, mean_q: 0.379620, mean_eps: 0.959452
  204017/6000000: episode: 300, duration: 20.698s, episode steps: 995, steps per second:  48, episode reward: 12.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.542 [0.000, 5.000],  loss: 0.007443, mae: 0.308097, mean_q: 0.377869, mean_eps: 0.959296
  204556/6000000: episode: 301, duration: 10.914s, episode steps: 539, steps per second:  49, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.521 [0.000, 5.000],  loss: 0.007613, mae: 0.312095, mean_q: 0.381118, mean_eps: 0.959143
  205155/6000000: episode: 302, duration: 12.851s, episode steps: 599, steps per second:  47, episode reward:  6.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.466 [0.000, 5.000],  loss: 0.007187, mae: 0.307767, mean_q: 0.378932, mean_eps: 0.959029
  205845/6000000: episode: 303, duration: 17.176s, episode steps: 690, steps per second:  40, episode reward: 15.000, mean reward:  0.022 [ 0.000,  1.000], mean action: 2.472 [0.000, 5.000],  loss: 0.007750, mae: 0.312982, mean_q: 0.384039, mean_eps: 0.958900
  206605/6000000: episode: 304, duration: 15.645s, episode steps: 760, steps per second:  49, episode reward:  9.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.488 [0.000, 5.000],  loss: 0.008628, mae: 0.310082, mean_q: 0.378622, mean_eps: 0.958755
  207273/6000000: episode: 305, duration: 12.142s, episode steps: 668, steps per second:  55, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.377 [0.000, 5.000],  loss: 0.006889, mae: 0.310703, mean_q: 0.380877, mean_eps: 0.958612
  207662/6000000: episode: 306, duration: 7.585s, episode steps: 389, steps per second:  51, episode reward:  7.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.452 [0.000, 5.000],  loss: 0.008381, mae: 0.313008, mean_q: 0.384263, mean_eps: 0.958506
  208735/6000000: episode: 307, duration: 20.894s, episode steps: 1073, steps per second:  51, episode reward: 17.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.537 [0.000, 5.000],  loss: 0.006994, mae: 0.314804, mean_q: 0.385306, mean_eps: 0.958360
  209812/6000000: episode: 308, duration: 21.361s, episode steps: 1077, steps per second:  50, episode reward: 17.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.531 [0.000, 5.000],  loss: 0.007568, mae: 0.315232, mean_q: 0.388081, mean_eps: 0.958146
  210413/6000000: episode: 309, duration: 11.860s, episode steps: 601, steps per second:  51, episode reward:  6.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.444 [0.000, 5.000],  loss: 0.006793, mae: 0.316264, mean_q: 0.388378, mean_eps: 0.957978
  211058/6000000: episode: 310, duration: 12.198s, episode steps: 645, steps per second:  53, episode reward:  4.000, mean reward:  0.006 [ 0.000,  1.000], mean action: 2.569 [0.000, 5.000],  loss: 0.007494, mae: 0.315243, mean_q: 0.385439, mean_eps: 0.957853
  211719/6000000: episode: 311, duration: 14.406s, episode steps: 661, steps per second:  46, episode reward:  7.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.720 [0.000, 5.000],  loss: 0.007083, mae: 0.309066, mean_q: 0.380599, mean_eps: 0.957722
  212309/6000000: episode: 312, duration: 13.310s, episode steps: 590, steps per second:  44, episode reward:  8.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.539 [0.000, 5.000],  loss: 0.005764, mae: 0.308980, mean_q: 0.378121, mean_eps: 0.957597
  212803/6000000: episode: 313, duration: 10.646s, episode steps: 494, steps per second:  46, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.476 [0.000, 5.000],  loss: 0.006987, mae: 0.313035, mean_q: 0.385198, mean_eps: 0.957489
  213373/6000000: episode: 314, duration: 12.136s, episode steps: 570, steps per second:  47, episode reward:  7.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.598 [0.000, 5.000],  loss: 0.006735, mae: 0.312905, mean_q: 0.382293, mean_eps: 0.957382
  214060/6000000: episode: 315, duration: 14.660s, episode steps: 687, steps per second:  47, episode reward: 10.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.403 [0.000, 5.000],  loss: 0.007505, mae: 0.313229, mean_q: 0.383691, mean_eps: 0.957257
  214803/6000000: episode: 316, duration: 16.028s, episode steps: 743, steps per second:  46, episode reward: 12.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.493 [0.000, 5.000],  loss: 0.006137, mae: 0.309396, mean_q: 0.380395, mean_eps: 0.957114
  215289/6000000: episode: 317, duration: 9.899s, episode steps: 486, steps per second:  49, episode reward:  4.000, mean reward:  0.008 [ 0.000,  1.000], mean action: 2.481 [0.000, 5.000],  loss: 0.007917, mae: 0.323748, mean_q: 0.398694, mean_eps: 0.956991
  216061/6000000: episode: 318, duration: 14.495s, episode steps: 772, steps per second:  53, episode reward:  8.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.569 [0.000, 5.000],  loss: 0.008048, mae: 0.324973, mean_q: 0.399316, mean_eps: 0.956865
  216735/6000000: episode: 319, duration: 13.427s, episode steps: 674, steps per second:  50, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.466 [0.000, 5.000],  loss: 0.007356, mae: 0.328425, mean_q: 0.404980, mean_eps: 0.956720
  217490/6000000: episode: 320, duration: 17.036s, episode steps: 755, steps per second:  44, episode reward: 10.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.568 [0.000, 5.000],  loss: 0.006765, mae: 0.328384, mean_q: 0.402999, mean_eps: 0.956578
