Training for 1200000 steps ...
c:\Users\jgilg\anaconda3\envs\miar_rl\lib\site-packages\tensorflow\python\keras\engine\training.py:2424: UserWarning: `Model.state_updates` will be removed in a future version. This property should not be used in TensorFlow 2.0, as `updates` are applied automatically.
  warnings.warn('`Model.state_updates` will be removed in a future version. '
     420/1200000: episode: 1, duration: 1.941s, episode steps: 420, steps per second: 216, episode reward:  6.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.479 [0.000, 5.000],  loss: --, mae: --, mean_q: --, mean_eps: --
   75948/1200000: episode: 106, duration: 8.730s, episode steps: 520, steps per second:  60, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.354 [0.000, 5.000],  loss: 0.006518, mae: 0.167813, mean_q: 0.217605, mean_eps: 0.886471
   76322/1200000: episode: 107, duration: 6.519s, episode steps: 374, steps per second:  57, episode reward:  2.000, mean reward:  0.005 [ 0.000,  1.000], mean action: 2.599 [0.000, 5.000],  loss: 0.006488, mae: 0.170218, mean_q: 0.219494, mean_eps: 0.885799
   76740/1200000: episode: 108, duration: 7.530s, episode steps: 418, steps per second:  56, episode reward:  7.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.471 [0.000, 5.000],  loss: 0.006129, mae: 0.166195, mean_q: 0.215720, mean_eps: 0.885205
   77655/1200000: episode: 109, duration: 16.196s, episode steps: 915, steps per second:  56, episode reward: 12.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.490 [0.000, 5.000],  loss: 0.006437, mae: 0.167685, mean_q: 0.215745, mean_eps: 0.884206
   78424/1200000: episode: 110, duration: 13.795s, episode steps: 769, steps per second:  56, episode reward: 10.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.456 [0.000, 5.000],  loss: 0.007300, mae: 0.167352, mean_q: 0.216473, mean_eps: 0.882943
   79055/1200000: episode: 111, duration: 11.816s, episode steps: 631, steps per second:  53, episode reward: 10.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.445 [0.000, 5.000],  loss: 0.007124, mae: 0.170309, mean_q: 0.219201, mean_eps: 0.881893
   79842/1200000: episode: 112, duration: 15.162s, episode steps: 787, steps per second:  52, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.512 [0.000, 5.000],  loss: 0.007065, mae: 0.167544, mean_q: 0.219450, mean_eps: 0.880828
   80417/1200000: episode: 113, duration: 11.279s, episode steps: 575, steps per second:  51, episode reward:  5.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.355 [0.000, 5.000],  loss: 0.005675, mae: 0.183299, mean_q: 0.236963, mean_eps: 0.879805
   81198/1200000: episode: 114, duration: 14.954s, episode steps: 781, steps per second:  52, episode reward: 12.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.380 [0.000, 5.000],  loss: 0.006283, mae: 0.192766, mean_q: 0.248960, mean_eps: 0.878788
   81594/1200000: episode: 115, duration: 7.001s, episode steps: 396, steps per second:  57, episode reward:  3.000, mean reward:  0.008 [ 0.000,  1.000], mean action: 2.437 [0.000, 5.000],  loss: 0.006978, mae: 0.196479, mean_q: 0.252030, mean_eps: 0.877906
   82236/1200000: episode: 116, duration: 11.620s, episode steps: 642, steps per second:  55, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.587 [0.000, 5.000],  loss: 0.006712, mae: 0.195559, mean_q: 0.250834, mean_eps: 0.877129
   83103/1200000: episode: 117, duration: 18.134s, episode steps: 867, steps per second:  48, episode reward: 17.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.434 [0.000, 5.000],  loss: 0.005870, mae: 0.191759, mean_q: 0.245365, mean_eps: 0.875998
   84333/1200000: episode: 118, duration: 25.266s, episode steps: 1230, steps per second:  49, episode reward: 15.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.501 [0.000, 5.000],  loss: 0.006960, mae: 0.198046, mean_q: 0.252955, mean_eps: 0.874423
   84840/1200000: episode: 119, duration: 9.097s, episode steps: 507, steps per second:  56, episode reward:  5.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.558 [0.000, 5.000],  loss: 0.007131, mae: 0.197006, mean_q: 0.251477, mean_eps: 0.873121
   85272/1200000: episode: 120, duration: 8.263s, episode steps: 432, steps per second:  52, episode reward:  6.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.789 [0.000, 5.000],  loss: 0.005829, mae: 0.195345, mean_q: 0.248574, mean_eps: 0.872419
   85951/1200000: episode: 121, duration: 12.607s, episode steps: 679, steps per second:  54, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.579 [0.000, 5.000],  loss: 0.006139, mae: 0.193183, mean_q: 0.247994, mean_eps: 0.871585
   86744/1200000: episode: 122, duration: 15.121s, episode steps: 793, steps per second:  52, episode reward: 11.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.483 [0.000, 5.000],  loss: 0.006758, mae: 0.198654, mean_q: 0.255009, mean_eps: 0.870481
   87255/1200000: episode: 123, duration: 10.060s, episode steps: 511, steps per second:  51, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.399 [0.000, 5.000],  loss: 0.005848, mae: 0.193608, mean_q: 0.246232, mean_eps: 0.869503
   88435/1200000: episode: 124, duration: 22.900s, episode steps: 1180, steps per second:  52, episode reward: 16.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.455 [0.000, 5.000],  loss: 0.006771, mae: 0.194776, mean_q: 0.249173, mean_eps: 0.868234
   89505/1200000: episode: 125, duration: 21.729s, episode steps: 1070, steps per second:  49, episode reward: 15.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.442 [0.000, 5.000],  loss: 0.006456, mae: 0.193616, mean_q: 0.248068, mean_eps: 0.866545
   90147/1200000: episode: 126, duration: 12.339s, episode steps: 642, steps per second:  52, episode reward:  4.000, mean reward:  0.006 [ 0.000,  1.000], mean action: 2.464 [0.000, 5.000],  loss: 0.006879, mae: 0.200948, mean_q: 0.257190, mean_eps: 0.865261
   90670/1200000: episode: 127, duration: 8.766s, episode steps: 523, steps per second:  60, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.489 [0.000, 5.000],  loss: 0.006915, mae: 0.217648, mean_q: 0.275027, mean_eps: 0.864388
   91154/1200000: episode: 128, duration: 8.451s, episode steps: 484, steps per second:  57, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.667 [0.000, 5.000],  loss: 0.006562, mae: 0.219318, mean_q: 0.277656, mean_eps: 0.863632
   91932/1200000: episode: 129, duration: 13.279s, episode steps: 778, steps per second:  59, episode reward:  9.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.582 [0.000, 5.000],  loss: 0.005484, mae: 0.217082, mean_q: 0.276019, mean_eps: 0.862687
   92434/1200000: episode: 130, duration: 9.166s, episode steps: 502, steps per second:  55, episode reward:  7.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.578 [0.000, 5.000],  loss: 0.006269, mae: 0.217685, mean_q: 0.277088, mean_eps: 0.861727
   93129/1200000: episode: 131, duration: 13.387s, episode steps: 695, steps per second:  52, episode reward: 10.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.391 [0.000, 5.000],  loss: 0.007149, mae: 0.221203, mean_q: 0.279871, mean_eps: 0.860827
   94072/1200000: episode: 132, duration: 16.613s, episode steps: 943, steps per second:  57, episode reward: 11.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.407 [0.000, 5.000],  loss: 0.006928, mae: 0.220330, mean_q: 0.279804, mean_eps: 0.859600
   94915/1200000: episode: 133, duration: 14.164s, episode steps: 843, steps per second:  60, episode reward: 14.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.480 [0.000, 5.000],  loss: 0.006229, mae: 0.221260, mean_q: 0.281150, mean_eps: 0.858262
   95690/1200000: episode: 134, duration: 13.761s, episode steps: 775, steps per second:  56, episode reward:  8.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.505 [0.000, 5.000],  loss: 0.006538, mae: 0.223653, mean_q: 0.285083, mean_eps: 0.857047
   96223/1200000: episode: 135, duration: 9.346s, episode steps: 533, steps per second:  57, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.540 [0.000, 5.000],  loss: 0.006192, mae: 0.218625, mean_q: 0.277035, mean_eps: 0.856066
   96868/1200000: episode: 136, duration: 11.205s, episode steps: 645, steps per second:  58, episode reward:  5.000, mean reward:  0.008 [ 0.000,  1.000], mean action: 2.428 [0.000, 5.000],  loss: 0.007077, mae: 0.222539, mean_q: 0.282693, mean_eps: 0.855184
   97274/1200000: episode: 137, duration: 7.356s, episode steps: 406, steps per second:  55, episode reward:  4.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.650 [0.000, 5.000],  loss: 0.005518, mae: 0.216663, mean_q: 0.277177, mean_eps: 0.854395
   98506/1200000: episode: 138, duration: 21.982s, episode steps: 1232, steps per second:  56, episode reward: 17.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.554 [0.000, 5.000],  loss: 0.005840, mae: 0.217820, mean_q: 0.276635, mean_eps: 0.853165
   99595/1200000: episode: 139, duration: 22.978s, episode steps: 1089, steps per second:  47, episode reward: 18.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.442 [0.000, 5.000],  loss: 0.005957, mae: 0.221455, mean_q: 0.282608, mean_eps: 0.851425
  100246/1200000: episode: 140, duration: 12.734s, episode steps: 651, steps per second:  51, episode reward: 13.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.472 [0.000, 5.000],  loss: 0.004622, mae: 0.225509, mean_q: 0.285831, mean_eps: 0.850120
  101222/1200000: episode: 141, duration: 18.174s, episode steps: 976, steps per second:  54, episode reward: 15.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.503 [0.000, 5.000],  loss: 0.008106, mae: 0.247934, mean_q: 0.312115, mean_eps: 0.848899
  101735/1200000: episode: 142, duration: 9.607s, episode steps: 513, steps per second:  53, episode reward:  6.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.324 [0.000, 5.000],  loss: 0.007089, mae: 0.248833, mean_q: 0.315515, mean_eps: 0.847783
  102384/1200000: episode: 143, duration: 11.317s, episode steps: 649, steps per second:  57, episode reward: 12.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.447 [0.000, 5.000],  loss: 0.006025, mae: 0.245286, mean_q: 0.309332, mean_eps: 0.846913
  103055/1200000: episode: 144, duration: 12.416s, episode steps: 671, steps per second:  54, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.235 [0.000, 5.000],  loss: 0.005234, mae: 0.242619, mean_q: 0.305969, mean_eps: 0.845923
  103807/1200000: episode: 145, duration: 12.959s, episode steps: 752, steps per second:  58, episode reward:  8.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.513 [0.000, 5.000],  loss: 0.007991, mae: 0.249644, mean_q: 0.312534, mean_eps: 0.844855
  104308/1200000: episode: 146, duration: 8.736s, episode steps: 501, steps per second:  57, episode reward:  8.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.477 [0.000, 5.000],  loss: 0.006886, mae: 0.245820, mean_q: 0.309852, mean_eps: 0.843916
  104948/1200000: episode: 147, duration: 11.256s, episode steps: 640, steps per second:  57, episode reward: 11.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.723 [0.000, 5.000],  loss: 0.006192, mae: 0.242920, mean_q: 0.306959, mean_eps: 0.843061
  105473/1200000: episode: 148, duration: 9.399s, episode steps: 525, steps per second:  56, episode reward:  5.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.265 [0.000, 5.000],  loss: 0.006357, mae: 0.247153, mean_q: 0.309829, mean_eps: 0.842185
  106196/1200000: episode: 149, duration: 13.996s, episode steps: 723, steps per second:  52, episode reward: 12.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.333 [0.000, 5.000],  loss: 0.006790, mae: 0.246230, mean_q: 0.308291, mean_eps: 0.841249
  106926/1200000: episode: 150, duration: 13.803s, episode steps: 730, steps per second:  53, episode reward: 13.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.568 [0.000, 5.000],  loss: 0.006640, mae: 0.243496, mean_q: 0.304202, mean_eps: 0.840160
  107778/1200000: episode: 151, duration: 15.824s, episode steps: 852, steps per second:  54, episode reward: 14.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.563 [0.000, 5.000],  loss: 0.006984, mae: 0.245230, mean_q: 0.309688, mean_eps: 0.838972
  108712/1200000: episode: 152, duration: 17.638s, episode steps: 934, steps per second:  53, episode reward: 19.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 2.602 [0.000, 5.000],  loss: 0.006349, mae: 0.244040, mean_q: 0.308526, mean_eps: 0.837634
  109179/1200000: episode: 153, duration: 8.810s, episode steps: 467, steps per second:  53, episode reward:  8.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.321 [0.000, 5.000],  loss: 0.007419, mae: 0.243609, mean_q: 0.307220, mean_eps: 0.836584
  109616/1200000: episode: 154, duration: 8.525s, episode steps: 437, steps per second:  51, episode reward:  8.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 2.579 [0.000, 5.000],  loss: 0.006839, mae: 0.246866, mean_q: 0.311718, mean_eps: 0.835906
  110517/1200000: episode: 155, duration: 14.915s, episode steps: 901, steps per second:  60, episode reward: 13.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 2.440 [0.000, 5.000],  loss: 0.006381, mae: 0.262701, mean_q: 0.332661, mean_eps: 0.834901
  111420/1200000: episode: 156, duration: 15.764s, episode steps: 903, steps per second:  57, episode reward:  8.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.554 [0.000, 5.000],  loss: 0.005817, mae: 0.274907, mean_q: 0.345849, mean_eps: 0.833548
  112105/1200000: episode: 157, duration: 13.282s, episode steps: 685, steps per second:  52, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.470 [0.000, 5.000],  loss: 0.007472, mae: 0.277892, mean_q: 0.349901, mean_eps: 0.832357
  112683/1200000: episode: 158, duration: 11.592s, episode steps: 578, steps per second:  50, episode reward:  6.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.529 [0.000, 5.000],  loss: 0.006501, mae: 0.272576, mean_q: 0.341417, mean_eps: 0.831409
  113282/1200000: episode: 159, duration: 11.450s, episode steps: 599, steps per second:  52, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.474 [0.000, 5.000],  loss: 0.006527, mae: 0.280915, mean_q: 0.353872, mean_eps: 0.830527
  113976/1200000: episode: 160, duration: 11.869s, episode steps: 694, steps per second:  58, episode reward:  6.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.454 [0.000, 5.000],  loss: 0.005834, mae: 0.273923, mean_q: 0.344545, mean_eps: 0.829558
  114671/1200000: episode: 161, duration: 12.305s, episode steps: 695, steps per second:  56, episode reward:  9.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.488 [0.000, 5.000],  loss: 0.006761, mae: 0.279130, mean_q: 0.349212, mean_eps: 0.828517
  115272/1200000: episode: 162, duration: 10.579s, episode steps: 601, steps per second:  57, episode reward:  6.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.554 [0.000, 5.000],  loss: 0.006507, mae: 0.272355, mean_q: 0.340195, mean_eps: 0.827545
  115832/1200000: episode: 163, duration: 9.296s, episode steps: 560, steps per second:  60, episode reward:  6.000, mean reward:  0.011 [ 0.000,  1.000], mean action: 2.484 [0.000, 5.000],  loss: 0.006070, mae: 0.271550, mean_q: 0.340108, mean_eps: 0.826675
  116234/1200000: episode: 164, duration: 6.985s, episode steps: 402, steps per second:  58, episode reward:  7.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 2.475 [0.000, 5.000],  loss: 0.004768, mae: 0.271203, mean_q: 0.339421, mean_eps: 0.825952
  116755/1200000: episode: 165, duration: 9.132s, episode steps: 521, steps per second:  57, episode reward:  5.000, mean reward:  0.010 [ 0.000,  1.000], mean action: 2.676 [0.000, 5.000],  loss: 0.007304, mae: 0.275419, mean_q: 0.342422, mean_eps: 0.825259
  117140/1200000: episode: 166, duration: 6.629s, episode steps: 385, steps per second:  58, episode reward:  6.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 2.603 [0.000, 5.000],  loss: 0.008781, mae: 0.282136, mean_q: 0.352535, mean_eps: 0.824581
  117551/1200000: episode: 167, duration: 7.598s, episode steps: 411, steps per second:  54, episode reward:  5.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.543 [0.000, 5.000],  loss: 0.006057, mae: 0.277968, mean_q: 0.349723, mean_eps: 0.823984
  117938/1200000: episode: 168, duration: 6.519s, episode steps: 387, steps per second:  59, episode reward:  3.000, mean reward:  0.008 [ 0.000,  1.000], mean action: 2.755 [0.000, 5.000],  loss: 0.006497, mae: 0.276494, mean_q: 0.348155, mean_eps: 0.823384
  118467/1200000: episode: 169, duration: 10.064s, episode steps: 529, steps per second:  53, episode reward:  7.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 2.227 [0.000, 5.000],  loss: 0.007465, mae: 0.276327, mean_q: 0.345837, mean_eps: 0.822697
  119019/1200000: episode: 170, duration: 10.511s, episode steps: 552, steps per second:  53, episode reward:  5.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.531 [0.000, 5.000],  loss: 0.005978, mae: 0.277817, mean_q: 0.350486, mean_eps: 0.821887
  119365/1200000: episode: 171, duration: 6.377s, episode steps: 346, steps per second:  54, episode reward:  3.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.471 [0.000, 5.000],  loss: 0.006828, mae: 0.271172, mean_q: 0.341053, mean_eps: 0.821212
  120231/1200000: episode: 172, duration: 15.340s, episode steps: 866, steps per second:  56, episode reward: 13.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.465 [0.000, 5.000],  loss: 0.006412, mae: 0.278243, mean_q: 0.349085, mean_eps: 0.820303
  120577/1200000: episode: 173, duration: 6.111s, episode steps: 346, steps per second:  57, episode reward:  3.000, mean reward:  0.009 [ 0.000,  1.000], mean action: 2.335 [0.000, 5.000],  loss: 0.006128, mae: 0.298190, mean_q: 0.373218, mean_eps: 0.819394
  121618/1200000: episode: 174, duration: 18.705s, episode steps: 1041, steps per second:  56, episode reward: 22.000, mean reward:  0.021 [ 0.000,  1.000], mean action: 2.590 [0.000, 5.000],  loss: 0.008374, mae: 0.302218, mean_q: 0.377987, mean_eps: 0.818353
  122277/1200000: episode: 175, duration: 12.219s, episode steps: 659, steps per second:  54, episode reward:  8.000, mean reward:  0.012 [ 0.000,  1.000], mean action: 2.566 [0.000, 5.000],  loss: 0.007587, mae: 0.298880, mean_q: 0.373164, mean_eps: 0.817078
  122895/1200000: episode: 176, duration: 11.232s, episode steps: 618, steps per second:  55, episode reward:  9.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 2.382 [0.000, 5.000],  loss: 0.006881, mae: 0.302031, mean_q: 0.378876, mean_eps: 0.816121
